ip,endpoint,requests_per_minute,failed_logins,payload_size,unusual_time,attack
192.168.1.215,/payment,80,7,338,0,0
192.168.1.198,/login,52,10,3074,1,0
192.168.1.81,/products,44,19,2627,0,1
192.168.1.217,/profile,4,5,2476,1,0
192.168.1.228,/profile,69,16,2200,0,1
192.168.1.204,/cart,55,2,3887,0,0
192.168.1.210,/login,90,7,2194,0,0
192.168.1.78,/cart,37,19,4780,1,1
192.168.1.188,/profile,62,0,4285,0,0
192.168.1.225,/login,34,4,600,1,0
192.168.1.241,/profile,95,11,4429,0,1
192.168.1.79,/login,34,0,2905,1,0
192.168.1.209,/products,85,20,1147,0,1
192.168.1.230,/cart,9,4,4785,1,0
192.168.1.99,/cart,101,12,2825,0,1
192.168.1.242,/payment,1,13,1883,0,1
192.168.1.180,/profile,105,1,2252,1,1
192.168.1.33,/profile,33,19,1169,1,1
192.168.1.139,/payment,14,7,4045,1,0
192.168.1.27,/products,113,7,767,0,1
192.168.1.156,/cart,100,13,2726,1,1
192.168.1.231,/cart,43,11,2085,1,1
192.168.1.247,/payment,96,20,4840,0,1
192.168.1.45,/profile,61,9,2910,1,0
192.168.1.89,/products,99,12,4433,0,0
192.168.1.148,/login,109,5,4009,1,0
192.168.1.172,/login,32,4,3617,1,0
192.168.1.21,/payment,65,8,543,0,0
192.168.1.165,/profile,5,20,4065,0,1
192.168.1.167,/profile,110,14,1382,0,1
192.168.1.158,/profile,66,5,3283,1,0
192.168.1.57,/profile,43,2,1487,1,0
192.168.1.195,/products,67,9,219,0,0
192.168.1.82,/payment,78,3,750,1,0
192.168.1.117,/payment,37,7,2981,0,0
192.168.1.104,/cart,81,5,3989,0,0
192.168.1.115,/login,30,10,548,0,0
192.168.1.101,/payment,98,20,1562,0,1
192.168.1.10,/payment,113,19,588,0,1
192.168.1.180,/login,107,17,585,1,1
192.168.1.79,/payment,76,19,1462,1,1
192.168.1.89,/profile,106,0,3239,1,1
192.168.1.51,/login,62,8,2513,0,0
192.168.1.87,/products,112,4,3545,0,1
192.168.1.35,/profile,118,8,266,1,1
192.168.1.159,/products,38,4,2453,1,0
192.168.1.250,/profile,115,2,1216,1,1
192.168.1.47,/profile,66,6,3680,0,0
192.168.1.135,/products,27,1,690,0,0
192.168.1.137,/cart,116,11,4515,0,1
192.168.1.140,/login,35,8,4349,0,0
192.168.1.167,/payment,85,14,2476,1,1
192.168.1.83,/products,106,13,1315,1,1
192.168.1.187,/profile,76,17,4432,1,1
192.168.1.137,/products,112,7,2670,0,1
192.168.1.82,/products,37,4,2225,0,0
192.168.1.112,/cart,117,7,798,1,1
192.168.1.235,/products,54,3,2249,1,0
192.168.1.126,/payment,99,18,4168,1,1
192.168.1.172,/cart,27,3,2515,0,0
192.168.1.158,/profile,52,15,1477,0,1
192.168.1.228,/cart,42,6,3343,1,0
192.168.1.59,/cart,95,3,797,1,1
192.168.1.64,/login,60,6,2199,0,0
192.168.1.106,/products,120,16,3387,1,1
192.168.1.12,/products,77,4,4606,0,0
192.168.1.73,/payment,42,20,2760,0,1
192.168.1.31,/products,18,12,3011,1,0
192.168.1.14,/products,76,17,264,0,1
192.168.1.32,/profile,6,10,1875,0,0
192.168.1.155,/profile,103,5,3667,0,0
192.168.1.6,/payment,68,18,4010,0,1
192.168.1.14,/cart,24,5,812,0,0
192.168.1.224,/login,34,7,3842,0,0
192.168.1.102,/payment,95,15,762,0,1
192.168.1.234,/cart,108,0,3793,0,1
192.168.1.123,/cart,29,18,1958,1,1
192.168.1.45,/cart,23,0,3876,1,0
192.168.1.63,/cart,10,12,3249,0,1
192.168.1.10,/payment,22,8,1914,1,0
192.168.1.240,/products,108,19,3866,1,1
192.168.1.255,/profile,51,10,4754,1,1
192.168.1.137,/login,86,11,317,1,1
192.168.1.144,/profile,2,0,4038,1,0
192.168.1.85,/login,93,19,1055,1,1
192.168.1.106,/products,68,4,3458,0,0
192.168.1.77,/cart,14,16,3273,1,1
192.168.1.23,/payment,15,18,4467,0,1
192.168.1.57,/cart,13,1,1142,1,0
192.168.1.193,/profile,52,7,3840,1,0
192.168.1.53,/login,42,3,2894,1,0
192.168.1.62,/payment,84,18,4748,0,1
192.168.1.177,/cart,39,11,3487,1,0
192.168.1.99,/profile,81,18,791,1,1
192.168.1.74,/cart,38,15,2350,1,1
192.168.1.63,/login,94,4,1911,1,1
192.168.1.168,/login,22,5,1796,1,0
192.168.1.20,/profile,32,0,1740,0,0
192.168.1.218,/profile,3,19,4741,0,1
192.168.1.118,/profile,13,19,2352,0,1
192.168.1.44,/products,26,1,2620,0,0
192.168.1.67,/profile,81,11,4313,0,0
192.168.1.2,/profile,14,4,1277,0,0
192.168.1.192,/cart,6,17,3903,1,1
192.168.1.95,/profile,61,10,4096,0,0
192.168.1.44,/cart,102,14,2266,0,1
192.168.1.8,/payment,80,17,2863,0,1
192.168.1.239,/payment,33,5,1165,0,0
192.168.1.135,/products,3,6,3041,0,0
192.168.1.22,/login,76,8,628,1,0
192.168.1.20,/products,89,17,4095,0,1
192.168.1.25,/login,64,8,4906,0,0
192.168.1.72,/payment,22,4,1114,0,0
192.168.1.204,/cart,101,3,504,0,0
192.168.1.151,/login,57,10,3346,1,0
192.168.1.201,/products,21,15,4220,0,1
192.168.1.237,/payment,40,0,3052,0,0
192.168.1.26,/payment,9,8,3754,1,0
192.168.1.121,/profile,59,6,4313,1,0
192.168.1.140,/login,71,10,2098,1,0
192.168.1.5,/profile,61,19,1655,1,1
192.168.1.115,/products,104,4,1495,1,1
192.168.1.26,/products,71,1,1966,1,0
192.168.1.60,/payment,109,2,3776,0,1
192.168.1.234,/profile,66,10,1543,0,0
192.168.1.42,/products,58,7,622,1,0
192.168.1.218,/payment,28,1,553,1,0
192.168.1.192,/products,34,8,3175,0,0
192.168.1.168,/cart,36,4,2968,0,0
192.168.1.19,/login,44,13,3849,1,0
192.168.1.189,/products,45,6,3621,0,0
192.168.1.62,/products,80,13,4352,1,1
192.168.1.235,/payment,13,18,4223,0,1
192.168.1.117,/login,49,20,4356,1,1
192.168.1.153,/login,18,18,4973,0,1
192.168.1.20,/profile,40,3,2778,1,0
192.168.1.220,/login,54,19,4408,1,1
192.168.1.128,/payment,29,8,4384,1,0
192.168.1.100,/payment,9,7,1113,1,0
192.168.1.17,/payment,103,17,3411,1,1
192.168.1.134,/payment,44,12,1023,0,1
192.168.1.211,/payment,58,20,2494,0,1
192.168.1.214,/profile,5,15,1071,1,1
192.168.1.34,/profile,112,7,2413,0,1
192.168.1.11,/cart,115,20,1764,1,1
192.168.1.123,/login,59,15,300,0,1
192.168.1.139,/products,44,17,4162,1,1
192.168.1.239,/profile,92,6,790,1,1
192.168.1.15,/payment,9,11,3427,0,0
192.168.1.3,/cart,90,16,4449,1,1
192.168.1.102,/payment,21,17,692,1,1
192.168.1.59,/profile,5,5,1250,0,0
192.168.1.192,/payment,95,16,4502,1,1
192.168.1.178,/products,58,0,1074,1,0
192.168.1.27,/cart,89,8,2517,0,0
192.168.1.99,/payment,98,0,3742,0,1
192.168.1.212,/products,87,10,3950,1,1
192.168.1.165,/login,38,14,444,0,1
192.168.1.229,/login,18,15,2490,0,1
192.168.1.150,/payment,79,19,4606,0,1
192.168.1.133,/cart,7,1,2800,1,0
192.168.1.46,/products,87,11,4629,0,0
192.168.1.237,/cart,119,2,1364,1,1
192.168.1.19,/cart,8,17,4351,0,1
192.168.1.25,/login,49,20,3212,1,1
192.168.1.77,/profile,39,8,1874,1,0
192.168.1.167,/payment,17,17,3300,0,1
192.168.1.54,/profile,18,3,1017,1,0
192.168.1.229,/login,16,17,2191,0,1
192.168.1.122,/payment,5,15,2950,1,1
192.168.1.63,/payment,70,10,3234,0,0
192.168.1.178,/payment,55,19,4268,1,1
192.168.1.35,/login,62,1,2191,0,0
192.168.1.246,/payment,18,20,2318,1,1
192.168.1.166,/products,62,7,1289,0,0
192.168.1.176,/cart,68,2,2214,1,0
192.168.1.137,/products,23,12,2224,1,1
192.168.1.158,/login,70,16,1864,0,1
192.168.1.203,/login,111,1,1002,1,1
192.168.1.188,/products,110,18,397,0,1
192.168.1.41,/login,60,1,1319,0,0
192.168.1.244,/cart,102,10,3460,1,1
192.168.1.14,/payment,105,15,4491,1,1
192.168.1.214,/products,77,12,2970,0,1
192.168.1.132,/products,34,19,4891,1,1
192.168.1.248,/profile,84,14,2070,1,1
192.168.1.24,/profile,38,15,3820,1,1
192.168.1.169,/login,104,13,3746,1,1
192.168.1.55,/profile,86,0,3339,1,0
192.168.1.8,/payment,50,16,4273,0,1
192.168.1.207,/cart,116,12,3776,0,1
192.168.1.16,/profile,105,20,4055,0,1
192.168.1.15,/profile,2,1,3673,1,0
192.168.1.210,/login,75,17,1682,0,1
192.168.1.194,/login,58,0,2017,0,0
192.168.1.153,/login,104,2,1156,1,1
192.168.1.113,/products,42,19,2716,0,1
192.168.1.23,/cart,52,0,1300,0,0
192.168.1.45,/products,5,1,4318,1,0
192.168.1.157,/products,82,9,644,1,1
192.168.1.216,/profile,48,13,4182,0,0
192.168.1.9,/products,3,10,2383,0,0
192.168.1.14,/login,2,4,3429,0,0
192.168.1.206,/products,117,8,1798,0,1
192.168.1.97,/payment,26,5,4844,1,0
192.168.1.41,/login,6,20,4338,1,1
192.168.1.35,/login,85,7,3889,1,0
192.168.1.110,/cart,9,7,655,1,0
192.168.1.95,/profile,74,5,966,0,0
192.168.1.38,/profile,110,12,2780,1,1
192.168.1.27,/profile,102,17,3636,1,1
192.168.1.99,/login,33,6,4605,0,0
192.168.1.130,/profile,34,12,2789,1,1
192.168.1.198,/products,117,14,4803,1,1
192.168.1.40,/cart,103,0,525,0,1
192.168.1.117,/products,3,17,1497,0,1
192.168.1.156,/login,21,11,1467,1,1
192.168.1.240,/products,54,16,1436,1,1
192.168.1.228,/payment,106,7,4306,1,0
192.168.1.128,/payment,28,13,623,0,0
192.168.1.172,/cart,47,13,3439,0,1
192.168.1.80,/payment,18,8,1414,0,0
192.168.1.109,/products,104,6,3777,1,1
192.168.1.76,/login,73,12,660,0,1
192.168.1.194,/products,113,3,217,0,1
192.168.1.244,/cart,36,14,1644,1,1
192.168.1.196,/profile,43,5,3506,1,0
192.168.1.42,/products,84,13,273,1,0
192.168.1.183,/cart,109,12,3931,1,1
192.168.1.41,/cart,67,9,1449,1,0
192.168.1.186,/cart,9,3,383,1,0
192.168.1.177,/cart,85,0,506,1,0
192.168.1.66,/products,15,13,3715,0,0
192.168.1.252,/cart,89,9,2406,0,0
192.168.1.33,/products,18,1,291,0,0
192.168.1.241,/cart,33,12,2381,1,1
192.168.1.82,/login,77,18,3879,1,1
192.168.1.39,/cart,66,2,1044,0,0
192.168.1.80,/login,53,2,3577,1,0
192.168.1.199,/profile,109,9,3067,0,1
192.168.1.97,/cart,3,11,3442,1,0
192.168.1.136,/profile,84,14,2966,0,1
192.168.1.235,/payment,70,8,1537,1,0
192.168.1.54,/cart,111,16,2177,0,1
192.168.1.138,/cart,11,6,805,0,0
192.168.1.240,/products,93,15,2551,1,1
192.168.1.116,/payment,66,4,1694,1,0
192.168.1.146,/products,49,14,3423,0,0
192.168.1.37,/cart,86,15,540,1,1
192.168.1.102,/cart,105,18,3506,1,1
192.168.1.171,/products,83,0,2853,0,0
192.168.1.28,/profile,94,9,2616,1,0
192.168.1.234,/login,106,13,2284,0,1
192.168.1.1,/login,108,2,573,1,1
192.168.1.121,/products,68,14,3327,0,1
192.168.1.248,/products,89,7,909,1,0
192.168.1.223,/payment,72,10,2663,0,0
192.168.1.116,/profile,36,14,1278,1,1
192.168.1.154,/login,56,1,1141,0,0
192.168.1.8,/payment,76,15,1736,0,1
192.168.1.122,/profile,36,14,3865,0,1
192.168.1.123,/payment,110,16,3883,1,1
192.168.1.163,/login,30,10,4502,0,0
192.168.1.17,/login,48,17,1491,1,1
192.168.1.224,/products,112,8,2887,0,1
192.168.1.82,/login,88,0,903,1,1
192.168.1.252,/payment,63,1,4740,1,0
192.168.1.174,/products,91,5,4970,1,1
192.168.1.133,/profile,83,12,4781,0,1
192.168.1.75,/products,111,19,1106,0,1
192.168.1.31,/payment,96,17,2504,1,1
192.168.1.71,/products,26,10,1152,1,1
192.168.1.228,/profile,57,2,1513,1,0
192.168.1.28,/profile,107,16,4210,0,1
192.168.1.168,/payment,109,20,2340,1,1
192.168.1.167,/payment,60,5,1772,1,0
192.168.1.84,/cart,105,6,3216,1,1
192.168.1.63,/login,90,17,4918,0,1
192.168.1.1,/payment,76,11,1396,0,1
192.168.1.72,/payment,68,8,668,1,0
192.168.1.26,/login,48,20,3846,1,1
192.168.1.163,/profile,95,8,1165,1,1
192.168.1.165,/products,48,5,3965,0,0
192.168.1.152,/profile,68,0,4449,0,0
192.168.1.51,/login,13,11,3476,1,1
192.168.1.134,/cart,113,15,2975,1,1
192.168.1.109,/login,95,17,977,1,1
192.168.1.141,/login,18,10,4026,0,0
192.168.1.52,/profile,16,5,3603,1,0
192.168.1.135,/payment,45,17,1430,0,1
192.168.1.222,/login,102,13,4284,1,1
192.168.1.156,/login,24,13,950,1,1
192.168.1.38,/login,94,10,1613,1,1
192.168.1.167,/payment,87,6,314,0,1
192.168.1.239,/products,32,16,4270,0,1
192.168.1.196,/cart,87,6,1794,0,0
192.168.1.100,/products,43,6,2147,0,0
192.168.1.107,/products,73,6,4986,0,0
192.168.1.25,/cart,48,12,3150,1,1
192.168.1.87,/cart,82,2,4332,1,0
192.168.1.139,/profile,116,14,3317,0,1
192.168.1.144,/payment,8,5,3113,0,0
192.168.1.52,/products,76,3,666,0,0
192.168.1.112,/login,118,16,3745,1,1
192.168.1.219,/cart,5,12,3083,0,1
192.168.1.96,/products,11,14,3521,0,0
192.168.1.78,/login,66,11,340,0,1
192.168.1.178,/payment,45,16,782,0,1
192.168.1.198,/cart,117,16,2068,1,1
192.168.1.74,/cart,106,5,3142,1,1
192.168.1.215,/payment,62,18,1621,0,1
192.168.1.190,/profile,67,7,1937,0,0
192.168.1.90,/cart,9,11,3486,0,1
192.168.1.148,/profile,7,16,4533,0,1
192.168.1.216,/cart,25,18,400,1,1
192.168.1.114,/cart,84,17,532,0,1
192.168.1.172,/products,19,0,2058,0,0
192.168.1.34,/products,49,5,4715,0,0
192.168.1.203,/login,27,3,3513,0,0
192.168.1.190,/login,108,13,1221,1,1
192.168.1.51,/cart,69,7,1586,0,0
192.168.1.131,/login,4,12,1353,1,1
192.168.1.193,/cart,8,18,1640,0,1
192.168.1.54,/products,3,9,2675,0,0
192.168.1.153,/profile,76,11,4987,1,0
192.168.1.55,/cart,45,16,4094,0,1
192.168.1.88,/payment,6,18,2291,0,1
192.168.1.3,/products,11,17,595,1,1
192.168.1.220,/cart,99,2,3400,1,1
192.168.1.81,/payment,117,12,4628,1,1
192.168.1.40,/products,23,14,4830,0,1
192.168.1.193,/products,64,20,3539,1,1
192.168.1.50,/login,76,14,4751,1,1
192.168.1.181,/products,27,1,1202,0,0
192.168.1.206,/products,9,12,4999,1,0
192.168.1.147,/payment,103,12,2655,1,1
192.168.1.92,/cart,42,0,4073,1,0
192.168.1.243,/cart,36,19,3236,0,1
192.168.1.123,/products,26,17,3057,1,1
192.168.1.36,/payment,56,20,3649,0,1
192.168.1.214,/payment,118,10,3490,1,1
192.168.1.98,/login,74,17,1186,0,1
192.168.1.203,/cart,31,0,4871,1,0
192.168.1.56,/cart,22,8,2549,0,0
192.168.1.148,/payment,42,16,207,0,1
192.168.1.142,/profile,79,16,3181,0,1
192.168.1.16,/profile,105,2,2739,0,1
192.168.1.50,/products,61,13,1703,0,1
192.168.1.195,/products,63,10,3206,0,0
192.168.1.14,/profile,68,18,1428,0,1
192.168.1.207,/login,117,3,3746,1,1
192.168.1.213,/payment,75,2,1373,0,0
192.168.1.55,/payment,106,4,4076,0,1
192.168.1.111,/login,78,13,508,1,0
192.168.1.13,/payment,66,1,3343,1,0
192.168.1.10,/cart,112,2,4479,0,1
192.168.1.99,/products,101,20,946,0,1
192.168.1.123,/products,112,9,495,1,1
192.168.1.218,/login,52,4,4124,1,0
192.168.1.236,/products,92,20,4438,1,1
192.168.1.207,/products,87,14,3871,1,1
192.168.1.153,/payment,99,5,3715,0,0
192.168.1.165,/products,22,8,3809,1,0
192.168.1.41,/products,90,4,356,0,0
192.168.1.217,/cart,66,1,1954,0,0
192.168.1.44,/profile,20,3,1291,0,0
192.168.1.5,/cart,20,14,2653,1,0
192.168.1.60,/login,39,7,1888,1,0
192.168.1.7,/profile,111,8,842,1,1
192.168.1.88,/cart,33,5,1486,1,0
192.168.1.36,/cart,37,9,4051,1,0
192.168.1.16,/profile,110,18,2153,0,1
192.168.1.143,/profile,107,9,1385,0,1
192.168.1.229,/login,13,11,2098,1,0
192.168.1.248,/profile,93,20,1193,0,1
192.168.1.160,/products,104,10,504,1,1
192.168.1.116,/payment,105,2,4102,1,1
192.168.1.234,/products,7,0,3232,1,0
192.168.1.40,/products,105,20,4274,0,1
192.168.1.41,/products,100,18,1221,1,1
192.168.1.241,/products,27,1,1531,1,0
192.168.1.40,/payment,79,12,3053,1,0
192.168.1.60,/cart,84,19,1023,0,1
192.168.1.24,/payment,97,1,3288,1,1
192.168.1.40,/payment,93,20,1502,0,1
192.168.1.174,/login,62,12,3424,0,0
192.168.1.250,/payment,50,15,2885,0,0
192.168.1.46,/login,70,13,2784,1,0
192.168.1.85,/login,42,4,834,0,0
192.168.1.217,/cart,74,13,1353,1,0
192.168.1.209,/products,40,20,578,0,1
192.168.1.74,/products,92,7,4850,1,0
192.168.1.253,/profile,10,13,4257,0,1
192.168.1.48,/profile,37,15,3674,1,1
192.168.1.234,/cart,96,17,2320,1,1
192.168.1.242,/profile,112,15,2116,0,1
192.168.1.83,/payment,112,19,4001,1,1
192.168.1.20,/products,35,7,4540,0,0
192.168.1.60,/login,58,1,1542,1,0
192.168.1.4,/profile,17,9,3556,1,0
192.168.1.164,/login,108,7,2105,0,1
192.168.1.129,/login,48,1,2765,0,0
192.168.1.200,/cart,50,20,2761,1,1
192.168.1.116,/products,9,4,4062,0,0
192.168.1.43,/cart,43,6,3006,1,0
192.168.1.171,/products,67,0,4923,0,0
192.168.1.2,/payment,103,11,4260,1,1
192.168.1.25,/cart,96,5,3803,0,0
192.168.1.24,/login,58,13,1511,0,1
192.168.1.102,/cart,54,8,2445,0,0
192.168.1.106,/payment,9,3,1250,1,0
192.168.1.171,/profile,38,6,4514,1,0
192.168.1.178,/products,23,0,3070,1,0
192.168.1.162,/payment,79,7,4624,1,0
192.168.1.14,/payment,20,6,1664,0,0
192.168.1.20,/payment,3,10,3210,1,0
192.168.1.90,/products,42,2,2245,0,0
192.168.1.160,/profile,8,10,4352,1,1
192.168.1.99,/profile,94,0,812,0,0
192.168.1.136,/profile,11,8,4315,0,0
192.168.1.151,/cart,7,12,2639,1,1
192.168.1.93,/products,26,18,3650,1,1
192.168.1.206,/payment,67,8,2236,0,0
192.168.1.188,/cart,32,15,914,1,1
192.168.1.20,/payment,74,11,1396,1,0
192.168.1.70,/profile,10,13,3380,1,1
192.168.1.180,/products,81,4,932,0,1
192.168.1.184,/products,94,15,619,1,1
192.168.1.233,/login,93,20,2677,1,1
192.168.1.67,/login,43,10,3352,1,0
192.168.1.81,/payment,13,15,4379,0,1
192.168.1.71,/cart,50,8,1121,0,0
192.168.1.232,/login,59,0,1577,0,0
192.168.1.138,/products,26,7,3211,1,0
192.168.1.120,/profile,77,7,4892,1,0
192.168.1.195,/cart,41,17,3461,1,1
192.168.1.171,/products,22,11,1175,1,0
192.168.1.132,/profile,67,6,922,1,0
192.168.1.191,/profile,107,5,1427,0,1
192.168.1.160,/products,81,7,2267,0,0
192.168.1.169,/products,6,17,3858,0,1
192.168.1.87,/cart,39,17,1509,0,1
192.168.1.43,/login,98,18,3425,0,1
192.168.1.184,/login,5,7,2489,1,0
192.168.1.215,/products,29,4,2032,0,0
192.168.1.194,/cart,105,13,850,1,1
192.168.1.220,/profile,107,4,1899,0,1
192.168.1.118,/products,76,0,503,1,0
192.168.1.22,/products,110,13,1706,0,1
192.168.1.42,/login,7,14,3274,1,1
192.168.1.67,/products,36,10,3823,1,0
192.168.1.214,/cart,29,13,923,0,1
192.168.1.191,/profile,32,1,1878,0,0
192.168.1.231,/products,12,4,2929,0,0
192.168.1.170,/profile,82,19,894,1,1
192.168.1.94,/cart,3,18,4765,1,1
192.168.1.4,/login,15,20,1170,1,1
192.168.1.26,/payment,26,8,4299,1,0
192.168.1.125,/products,65,11,1325,1,1
192.168.1.215,/products,20,7,2057,1,0
192.168.1.191,/login,89,18,3502,1,1
192.168.1.114,/profile,6,9,4741,1,0
192.168.1.167,/profile,60,13,4248,0,0
192.168.1.197,/products,33,19,3916,1,1
192.168.1.222,/profile,28,18,2003,0,1
192.168.1.166,/payment,45,16,3345,1,1
192.168.1.86,/profile,111,13,829,0,1
192.168.1.140,/payment,83,3,2776,1,1
192.168.1.175,/products,51,18,1974,0,1
192.168.1.254,/cart,25,17,2038,0,1
192.168.1.29,/cart,60,15,1736,1,1
192.168.1.42,/products,50,0,3548,1,0
192.168.1.157,/login,117,5,4205,0,1
192.168.1.248,/payment,57,12,1551,0,1
192.168.1.178,/payment,94,3,2137,1,0
192.168.1.185,/login,87,10,2289,1,1
192.168.1.104,/cart,16,13,1908,1,1
192.168.1.229,/login,45,19,4539,1,1
192.168.1.16,/profile,35,0,4790,0,0
192.168.1.63,/profile,93,0,3332,1,0
192.168.1.38,/profile,77,8,2921,1,0
192.168.1.175,/profile,18,19,3319,1,1
192.168.1.22,/products,17,16,3690,0,1
192.168.1.86,/profile,19,1,2602,0,0
192.168.1.141,/cart,30,6,1442,1,0
192.168.1.203,/profile,55,17,4558,0,1
192.168.1.148,/products,28,10,2888,0,0
192.168.1.159,/cart,52,12,2558,0,1
192.168.1.127,/payment,67,10,4866,1,0
192.168.1.198,/products,118,20,4294,0,1
192.168.1.118,/login,36,12,4298,1,0
192.168.1.56,/login,54,6,4556,1,0
192.168.1.140,/products,92,20,522,1,1
192.168.1.67,/login,82,7,4655,1,1
192.168.1.234,/login,15,16,1818,1,1
192.168.1.19,/products,55,15,2819,1,1
192.168.1.69,/profile,83,3,1686,0,0
192.168.1.132,/products,108,2,1952,1,1
192.168.1.217,/login,51,13,2054,0,0
192.168.1.98,/profile,64,13,4764,1,1
192.168.1.140,/payment,60,1,1402,1,0
192.168.1.115,/cart,71,20,4037,1,1
192.168.1.156,/cart,64,11,594,0,0
192.168.1.52,/payment,34,5,1429,1,0
192.168.1.19,/cart,90,11,3270,0,1
192.168.1.207,/products,52,7,3107,1,0
192.168.1.66,/login,24,17,1268,1,1
192.168.1.19,/profile,104,18,3865,1,1
192.168.1.22,/cart,118,8,808,0,1
192.168.1.179,/profile,92,3,3863,0,1
192.168.1.139,/profile,32,1,909,1,0
192.168.1.204,/payment,74,7,1885,0,0
192.168.1.203,/cart,38,11,3790,0,1
192.168.1.18,/cart,29,13,1273,0,0
192.168.1.240,/payment,39,19,782,1,1
192.168.1.208,/login,53,15,2221,1,1
192.168.1.181,/login,58,3,3627,1,0
192.168.1.204,/cart,53,1,983,1,0
192.168.1.148,/login,22,13,556,1,1
192.168.1.129,/cart,104,18,4476,1,1
192.168.1.223,/products,94,3,3544,0,0
192.168.1.28,/profile,75,17,4507,0,1
192.168.1.93,/products,9,1,250,0,0
192.168.1.99,/payment,81,19,2273,1,1
192.168.1.54,/products,96,2,2222,1,1
192.168.1.132,/cart,75,12,2937,1,1
192.168.1.224,/cart,56,11,2226,1,0
192.168.1.33,/login,100,1,4689,0,1
192.168.1.162,/profile,76,0,4218,1,0
192.168.1.29,/profile,11,20,3576,0,1
192.168.1.74,/cart,44,7,2423,1,0
192.168.1.197,/profile,13,13,3151,0,1
192.168.1.17,/cart,71,3,1564,0,0
192.168.1.51,/cart,104,0,4396,1,1
192.168.1.125,/profile,4,15,3616,1,1
192.168.1.59,/cart,120,12,669,1,1
192.168.1.236,/products,28,5,1392,0,0
192.168.1.60,/profile,53,15,952,0,1
192.168.1.15,/profile,7,17,4835,1,1
192.168.1.72,/profile,42,19,4322,0,1
192.168.1.175,/products,17,16,2897,0,1
192.168.1.47,/profile,112,11,3528,1,1
192.168.1.84,/payment,51,4,2037,0,0
192.168.1.235,/products,39,13,4237,0,1
192.168.1.213,/payment,40,6,2320,0,0
192.168.1.30,/login,32,5,870,1,0
192.168.1.176,/payment,38,8,3736,0,0
192.168.1.165,/payment,51,4,2373,1,0
192.168.1.55,/cart,68,8,1889,1,0
192.168.1.117,/products,35,6,2038,0,0
192.168.1.182,/payment,98,10,3827,0,1
192.168.1.170,/payment,33,17,3845,1,1
192.168.1.216,/products,39,10,2054,1,0
192.168.1.230,/payment,110,13,713,0,1
192.168.1.11,/products,33,9,4566,1,0
192.168.1.224,/cart,102,3,4339,0,1
192.168.1.254,/payment,37,14,3591,1,1
192.168.1.29,/cart,117,5,264,0,1
192.168.1.10,/profile,93,11,2988,1,1
192.168.1.154,/payment,74,19,2306,1,1
192.168.1.129,/products,85,14,757,1,0
192.168.1.222,/products,101,12,3095,0,1
192.168.1.195,/payment,89,3,3359,0,0
192.168.1.23,/cart,72,19,4848,1,1
192.168.1.79,/cart,46,0,4195,0,0
192.168.1.2,/profile,112,20,2883,0,1
192.168.1.44,/cart,37,20,2922,1,1
192.168.1.76,/cart,50,2,4529,0,0
192.168.1.25,/profile,118,15,2798,0,1
192.168.1.59,/products,90,9,647,0,0
192.168.1.49,/login,66,11,4887,1,1
192.168.1.55,/profile,72,8,2181,0,0
192.168.1.224,/payment,4,10,4406,1,0
192.168.1.152,/cart,98,20,443,0,1
192.168.1.137,/products,90,18,4908,0,1
192.168.1.30,/cart,51,20,4327,1,1
192.168.1.216,/profile,77,2,1216,1,0
192.168.1.15,/login,30,8,2246,0,0
192.168.1.14,/payment,111,17,4002,0,1
192.168.1.97,/products,56,5,1906,1,0
192.168.1.226,/payment,112,17,4918,0,1
192.168.1.106,/products,103,18,2802,0,1
192.168.1.33,/cart,3,2,390,0,0
192.168.1.243,/cart,101,6,4246,0,1
192.168.1.1,/cart,10,11,2113,1,1
192.168.1.70,/cart,75,9,3331,0,0
192.168.1.3,/login,6,1,2559,0,0
192.168.1.54,/payment,45,17,3278,0,1
192.168.1.119,/cart,45,11,3456,0,0
192.168.1.183,/products,57,18,1159,1,1
192.168.1.38,/login,23,17,1752,0,1
192.168.1.45,/products,90,18,1878,1,1
192.168.1.91,/login,67,18,1857,1,1
192.168.1.164,/cart,110,7,4081,1,1
192.168.1.32,/login,34,6,3893,1,0
192.168.1.201,/login,119,18,254,0,1
192.168.1.96,/profile,109,18,2827,0,1
192.168.1.71,/profile,38,20,4472,0,1
192.168.1.117,/profile,27,18,3859,1,1
192.168.1.229,/profile,108,2,4917,1,1
192.168.1.90,/payment,115,17,3386,0,1
192.168.1.32,/payment,18,6,4853,1,0
192.168.1.247,/payment,97,5,2665,0,1
192.168.1.13,/profile,94,7,3257,1,1
192.168.1.52,/cart,42,10,1069,0,0
192.168.1.125,/cart,48,7,746,0,0
192.168.1.224,/products,13,17,2476,1,1
192.168.1.57,/cart,26,20,4609,0,1
192.168.1.253,/payment,4,0,3650,0,0
192.168.1.94,/profile,92,17,1465,0,1
192.168.1.83,/payment,87,2,3264,0,1
192.168.1.54,/products,28,10,2719,1,1
192.168.1.7,/profile,114,18,3605,1,1
192.168.1.68,/payment,53,1,3683,0,0
192.168.1.12,/login,30,20,1041,0,1
192.168.1.3,/cart,4,3,3002,0,0
192.168.1.26,/products,51,7,4809,1,0
192.168.1.236,/profile,104,0,4533,1,0
